GEO.id2,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC04_EST_VC01,,,,,
Id2,Total; Estimate; Workers 16 years and over,"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over","Car, truck, or van -- carpooled; Estimate; Workers 16 years and over",Public transportation (excluding taxicab); Estimate; Workers 16 years and over,,,,,
74570,397,309,48,0,,,,,
74571,1067,845,129,0,,,,,
74572,268,195,34,7,,,,,
74574,276,239,26,0,,,,,
74576,42,42,0,0,,,,,
74577,62,53,6,0,,,,,
74578,2413,1963,183,8,,,,,
74601,8512,7019,918,32,,,,,
74604,4836,4164,474,5,,,,,
74630,296,195,56,13,,,,,
74631,3347,2697,408,18,,,,,
74632,227,197,15,0,,,,,
74633,183,165,8,1,,,,,
74636,109,85,13,0,,,,,
74637,667,567,49,7,,,,,
74640,154,113,17,0,,,,,
74641,245,200,25,0,,,,,
74643,187,163,11,0,,,,,
74644,189,165,12,0,,,,,
74646,112,58,2,0,,,,,
74647,1411,1201,119,4,,,,,
74650,249,209,21,0,,,,,
74651,344,274,39,5,,,,,
74652,292,244,15,2,,,,,
74653,1731,1405,170,0,,,,,
74701,10063,8185,1174,81,,,,,
74720,204,177,18,0,,,,,
74722,120,80,11,16,,,,,
74723,496,390,54,0,,,,,
74724,126,93,30,0,,,,,
74726,943,717,102,0,,,,,
74727,717,558,70,2,,,,,
74728,4078,3214,638,22,,,,,
74729,1147,954,96,5,,,,,
74730,2250,1739,350,0,,,,,
74731,517,314,76,0,,,,,
74733,1117,936,93,0,,,,,
74734,367,285,66,0,,,,,
74735,548,477,47,7,,,,,
74736,445,423,7,0,,,,,
74738,165,149,6,10,,,,,
74740,768,607,117,9,,,,,
74741,420,364,25,0,,,,,
74743,2861,2334,313,25,,,,,
74745,3804,3055,537,5,,,,,
74747,54,48,6,0,,,,,
74748,242,157,75,0,,,,,
74750,164,83,21,1,,,,,
74753,33,33,0,0,,,,,
74754,36,32,4,0,,,,,
74755,29,29,0,0,,,,,
74756,322,289,26,3,,,,,
74759,520,384,70,9,,,,,
74760,99,82,17,0,,,,,
74761,18,18,0,0,,,,,
74764,1309,1118,124,7,,,,,
74766,457,372,61,3,,,,,
74801,8862,7123,1049,56,,,,,
74804,9280,7819,530,9,,,,,
74820,14485,12585,1002,39,,,,,
74824,549,414,81,3,,,,,
74825,803,696,62,15,,,,,
74826,361,299,34,0,,,,,
74827,161,139,4,0,,,,,
74829,199,151,31,0,,,,,
74830,96,84,6,0,,,,,
74831,295,251,18,0,,,,,
74832,310,237,69,0,,,,,
74833,271,207,36,0,,,,,
74834,2865,2418,245,0,,,,,
74836,61,61,0,0,,,,,
74837,104,72,9,0,,,,,
74839,206,156,9,0,,,,,
74840,740,583,74,0,,,,,
74842,36,31,0,0,,,,,
74843,156,136,7,0,,,,,
74844,128,118,5,0,,,,,
74845,179,155,10,0,,,,,
74848,2457,1932,222,5,,,,,
74849,1233,1082,94,0,,,,,
74850,121,86,16,0,,,,,
74851,3587,3013,370,8,,,,,
74852,477,384,66,0,,,,,
74854,556,448,53,0,,,,,
74855,2111,1731,291,0,,,,,
74856,308,239,52,0,,,,,
74857,3877,3238,465,0,,,,,
74859,2032,1606,258,0,,,,,
74860,585,466,71,0,,,,,
74864,2300,1907,200,0,,,,,
74865,714,610,56,4,,,,,
74867,352,307,15,0,,,,,
74868,5151,4302,538,4,,,,,
74869,451,365,63,0,,,,,
74871,1000,866,79,13,,,,,
74872,1125,1027,77,0,,,,,
74873,4868,4300,304,0,,,,,
74875,503,382,78,0,,,,,
74878,585,483,78,0,,,,,
74880,789,619,66,17,,,,,
74881,1954,1631,243,0,,,,,
74883,921,759,48,28,,,,,
74884,1904,1582,126,1,,,,,
74901,563,511,45,0,,,,,
74902,1442,1227,92,13,,,,,
74930,766,648,55,0,,,,,
74931,562,473,54,7,,,,,
74932,916,801,51,5,,,,,
74935,43,35,6,0,,,,,
74936,468,379,58,0,,,,,
74937,2119,1597,390,15,,,,,
74939,201,124,52,0,,,,,
74940,883,731,93,0,,,,,
74941,862,714,87,0,,,,,
74942,60,31,18,0,,,,,
74943,47,43,4,0,,,,,
74944,409,344,21,0,,,,,
74945,152,133,11,3,,,,,
74946,51,44,3,0,,,,,
74948,4762,3933,550,5,,,,,
74949,103,82,12,0,,,,,
74951,460,425,15,0,,,,,
74953,4803,3870,650,10,,,,,
74954,1873,1642,166,0,,,,,
74955,5596,4637,628,28,,,,,
74956,722,569,69,0,,,,,
74957,394,287,93,0,,,,,
74959,2702,2269,234,0,,,,,
74960,5171,4309,593,10,,,,,
74962,1559,1338,160,21,,,,,
74963,220,159,48,0,,,,,
74964,923,785,91,0,,,,,
74965,1774,1573,146,0,,,,,
74966,1307,1062,173,0,,,,,
75001,9950,8362,384,236,,,,,
75002,34720,27540,2990,620,,,,,
75006,26248,21137,3186,309,,,,,
75007,28818,23501,2735,471,,,,,
75009,4780,4035,298,3,,,,,
75010,14438,11712,1390,199,,,,,
75013,17192,13910,1022,374,,,,,
75019,21195,17335,1370,221,,,,,
75020,9046,7038,1169,92,,,,,
75021,3197,2404,539,0,,,,,
75022,11121,9054,604,12,,,,,
75023,24371,20178,1508,286,,,,,
75024,22936,18771,1295,176,,,,,
75025,27973,22169,2005,310,,,,,
75028,24130,19957,1272,121,,,,,
75032,14440,11773,1198,62,,,,,
75034,41801,33732,3036,86,,,,,
75035,29305,23524,2156,110,,,,,
75038,15794,12160,1973,419,,,,,
75039,9513,8087,493,45,,,,,
75040,29200,22964,4104,689,,,,,
75041,13629,10264,2404,471,,,,,
75042,16765,12154,3073,534,,,,,
75043,28961,23017,3761,615,,,,,
75044,20718,16995,1460,362,,,,,
75048,11646,9367,1017,70,,,,,
75050,20808,17253,1943,103,,,,,
75051,18773,14638,2290,162,,,,,
75052,46088,38564,4309,106,,,,,
75054,3675,3049,387,0,,,,,
75056,29450,24723,1806,356,,,,,
75057,6911,5350,959,96,,,,,
75058,1374,1129,128,4,,,,,
75060,21562,16638,3255,368,,,,,
75061,25053,19619,3484,433,,,,,
75062,23633,17973,2996,821,,,,,
75063,21268,17159,1771,260,,,,,
75065,5885,4903,523,27,,,,,
75067,35643,29031,4100,464,,,,,
75068,23205,19409,2202,52,,,,,
75069,16273,13362,1514,213,,,,,
75070,42159,33978,2786,269,,,,,
75071,20980,17588,1150,95,,,,,
75074,24700,19815,2327,435,,,,,
75075,18144,14940,1339,264,,,,,
75076,3407,2454,474,16,,,,,
75077,18909,15849,1310,120,,,,,
75078,6639,5442,361,40,,,,,
75080,24198,17976,2523,560,,,,,
75081,18094,14698,1601,433,,,,,
75082,12118,9827,762,222,,,,,
75087,15124,12484,1549,103,,,,,
75088,14066,11691,1181,147,,,,,
75089,16099,12866,1869,338,,,,,
75090,9687,6975,1699,64,,,,,
75092,11450,9849,958,4,,,,,
75093,25337,21560,891,308,,,,,
75094,10417,8230,765,227,,,,,
75098,24989,21048,2133,211,,,,,
75101,201,137,53,0,,,,,
75102,499,269,158,0,,,,,
75103,5804,4971,455,9,,,,,
75104,23306,20135,1862,78,,,,,
75105,51,46,0,0,,,,,
75109,1827,1522,179,0,,,,,
75110,11706,9701,1274,10,,,,,
75114,2160,1737,303,6,,,,,
75115,24913,20958,2550,296,,,,,
75116,8934,7409,910,100,,,,,
75117,1404,1133,174,0,,,,,
75119,11710,9095,2050,0,,,,,
75124,1793,1454,220,9,,,,,
75125,2366,2074,105,0,,,,,
75126,18425,15083,2302,79,,,,,
75127,670,554,72,0,,,,,
75132,397,337,32,0,,,,,
75134,9134,7270,1011,163,,,,,
75135,2775,2224,298,0,,,,,
75137,9614,8260,743,121,,,,,
75140,2615,1962,364,7,,,,,
75141,1713,1463,170,4,,,,,
75142,7538,6364,882,0,,,,,
75143,5762,4449,828,88,,,,,
75144,1094,950,60,0,,,,,
75146,8692,7522,627,112,,,,,
75147,2810,2374,398,3,,,,,
75148,1990,1547,308,0,,,,,
75149,25640,20560,2872,115,,,,,
75150,29405,23186,4007,262,,,,,
75152,2279,1874,264,0,,,,,
75153,112,97,13,0,,,,,
75154,18325,14219,2379,493,,,,,
75155,1109,857,200,0,,,,,
75156,5140,3973,799,0,,,,,
75157,97,66,31,0,,,,,
75158,1716,1399,150,0,,,,,
75159,6938,5857,595,19,,,,,
75160,10658,8769,1322,26,,,,,
75161,2734,2157,466,0,,,,,
75163,805,684,28,0,,,,,
75164,269,243,17,0,,,,,
75165,18957,15464,2103,155,,,,,
75166,1855,1507,144,0,,,,,
75167,4841,4067,590,17,,,,,
75169,5643,4509,737,0,,,,,
75172,1423,1304,86,0,,,,,
75173,2016,1660,228,0,,,,,
75180,8546,6466,1090,57,,,,,
75181,13476,11165,1602,86,,,,,
75182,2556,2063,265,21,,,,,
75189,10456,8727,1149,0,,,,,
75201,9368,6587,297,399,,,,,
75202,1734,1116,67,97,,,,,
75203,6727,4438,1341,550,,,,,
75204,19993,15637,1645,789,,,,,
75205,11338,8794,567,113,,,,,
75206,26243,20609,2296,1161,,,,,
75207,1743,1452,64,79,,,,,
75208,13805,10343,2053,503,,,,,
75209,7861,6268,662,94,,,,,
75210,2049,1276,248,332,,,,,
75211,32069,24272,3443,1090,,,,,
75212,8861,6060,1761,348,,,,,
75214,18833,15263,994,532,,,,,
75215,4959,3275,552,618,,,,,
75216,16363,12484,1424,1433,,,,,
75217,29883,23382,3919,1115,,,,,
75218,12425,9915,920,389,,,,,
75219,15190,12019,1186,363,,,,,
75220,22029,13265,5955,1247,,,,,
75223,5918,4598,738,103,,,,,
75224,14047,10359,2117,751,,,,,
75225,9226,7563,325,22,,,,,
75226,2179,1416,276,117,,,,,
75227,21984,16688,3254,1111,,,,,
75228,30851,24487,3495,1394,,,,,
75229,16588,11838,2823,297,,,,,
75230,13702,10999,787,429,,,,,
75231,17629,11644,2382,1998,,,,,
75232,10592,8139,1273,631,,,,,
75233,6352,5224,582,168,,,,,
75234,15101,12272,1764,346,,,,,
75235,8804,6046,1342,475,,,,,
75236,7121,5967,587,121,,,,,
75237,8002,6182,685,675,,,,,
75238,14866,11517,1646,364,,,,,
75240,13158,8848,2279,709,,,,,
75241,10401,8794,808,540,,,,,
75243,29463,22154,3615,1770,,,,,
75244,7370,5953,568,89,,,,,
75246,1473,1040,123,215,,,,,
75247,76,24,0,49,,,,,
75248,18966,15081,1468,604,,,,,
75249,6740,5833,595,8,,,,,
75251,1516,1319,10,0,,,,,
75252,14978,12112,1071,371,,,,,
75253,7652,6232,916,53,,,,,
75254,14781,11803,1426,776,,,,,
75270,0,0,0,0,,,,,
75287,33705,28408,2470,697,,,,,
75390,0,0,0,0,,,,,
75401,6592,5363,877,0,,,,,
75402,7248,6248,467,0,,,,,
75407,7143,6103,623,72,,,,,
75409,6112,5561,258,1,,,,,
75410,1502,1165,185,8,,,,,
75411,562,430,74,0,,,,,
75412,255,192,4,0,,,,,
75413,100,81,10,0,,,,,
75414,1372,1087,187,0,,,,,
75415,23,23,0,0,,,,,
75416,1090,845,199,0,,,,,
75417,924,776,66,0,,,,,
75418,4699,3724,447,7,,,,,
75420,585,470,28,0,,,,,
75421,413,387,9,2,,,,,
75422,1313,1077,175,0,,,,,
75423,1006,861,63,0,,,,,
75424,1371,1171,108,0,,,,,
75426,1769,1567,132,0,,,,,
75428,3847,2990,379,0,,,,,
75431,652,527,94,0,,,,,
75432,1200,1002,111,0,,,,,
75433,1215,1039,112,0,,,,,
75435,862,750,71,0,,,,,
75436,757,643,65,0,,,,,
75437,580,475,71,0,,,,,
75438,432,378,36,0,,,,,
75439,520,457,38,0,,,,,
75440,2447,1997,267,0,,,,,
75441,34,34,0,0,,,,,
75442,4611,3739,713,0,,,,,
75446,1265,1097,140,0,,,,,
75447,440,408,14,0,,,,,
75448,269,254,6,0,,,,,
75449,455,318,77,0,,,,,
75450,86,42,44,0,,,,,
75451,428,257,171,0,,,,,
75452,2014,1635,251,0,,,,,
75453,1294,1036,149,0,,,,,
75454,3492,2773,399,0,,,,,
75455,12108,10150,1264,41,,,,,
75457,2415,1994,181,0,,,,,
75459,1976,1624,296,5,,,,,
75460,9023,7253,886,0,,,,,
75462,5316,4468,497,0,,,,,
75468,129,93,18,0,,,,,
75469,149,119,24,0,,,,,
75470,151,151,0,0,,,,,
75471,528,457,39,0,,,,,
75472,1438,1149,181,0,,,,,
75473,1607,1288,158,0,,,,,
75474,5477,4386,841,11,,,,,
75475,49,40,9,0,,,,,
75476,525,437,40,0,,,,,
75477,354,302,30,1,,,,,
75478,455,387,27,0,,,,,
75479,691,571,69,0,,,,,
75480,606,555,10,0,,,,,
75481,242,221,11,0,,,,,
75482,10476,8575,1065,12,,,,,
75486,913,727,135,0,,,,,
75487,511,363,125,6,,,,,
75488,324,216,108,0,,,,,
75489,377,285,63,0,,,,,
75490,1005,843,96,0,,,,,
75491,2391,1937,183,0,,,,,
75492,216,186,16,0,,,,,
75493,220,183,23,6,,,,,
75494,3558,2884,268,8,,,,,
75495,3210,2663,235,0,,,,,
75496,1377,1116,214,0,,,,,
75497,1237,881,151,0,,,,,
75501,13499,10811,1847,135,,,,,
75503,10660,9573,749,39,,,,,
75550,235,129,87,0,,,,,
75551,4431,3846,279,7,,,,,
75554,686,498,153,1,,,,,
75555,591,487,9,0,,,,,
75556,430,400,17,0,,,,,
75558,742,635,90,0,,,,,
75559,2130,1735,216,7,,,,,
75560,424,406,17,0,,,,,
75561,2052,1813,129,9,,,,,
75562,34,34,0,0,,,,,
75563,1566,1341,74,15,,,,,
75565,85,85,0,0,,,,,
75566,194,129,34,12,,,,,
75567,1873,1710,96,0,,,,,
75568,963,801,111,10,,,,,
75569,1134,941,135,0,,,,,
75570,3284,2749,258,0,,,,,
75571,898,815,22,0,,,,,
75572,1659,1536,100,3,,,,,
75573,28,13,15,0,,,,,
75574,657,542,68,0,,,,,
75601,7107,6142,667,15,,,,,
75602,9153,7316,1021,79,,,,,
75603,2473,2089,181,59,,,,,
75604,14764,12644,1508,21,,,,,
75605,14033,11847,1326,70,,,,,
75630,853,680,26,0,,,,,
75631,1196,1090,54,0,,,,,
75633,6138,5288,630,0,,,,,
75638,2255,2017,110,0,,,,,
75639,1303,1132,97,42,,,,,
75640,1658,1467,63,31,,,,,
75641,124,124,0,0,,,,,
75642,28,28,0,0,,,,,
75643,948,819,76,0,,,,,
75644,4272,3403,657,20,,,,,
75645,4574,3791,508,0,,,,,
75647,5581,4712,670,0,,,,,
75650,3316,3116,85,0,,,,,
75651,1039,938,90,0,,,,,
75652,6007,5167,390,30,,,,,
75654,5257,4436,561,17,,,,,
75656,2045,1835,149,0,,,,,
75657,2976,2343,335,13,,,,,
75661,1046,889,50,0,,,,,
75662,11162,9993,733,0,,,,,
75667,424,367,46,0,,,,,
75668,542,451,52,0,,,,,
75669,259,245,14,0,,,,,
75670,7250,6116,668,12,,,,,
75672,6780,5884,541,20,,,,,
75681,833,650,89,0,,,,,
75682,194,162,19,0,,,,,
75683,1688,1447,102,0,,,,,
75684,3066,2493,397,0,,,,,
75686,5107,4337,489,50,,,,,
75691,956,878,41,0,,,,,
75692,1965,1784,30,0,,,,,
75693,3379,2846,350,0,,,,,
75701,15652,12983,1400,9,,,,,
75702,10719,7889,1717,121,,,,,
75703,18031,15410,1559,57,,,,,
75704,3612,3023,219,0,,,,,
75705,931,803,128,0,,,,,
75706,3875,3531,214,0,,,,,
75707,6563,5737,396,47,,,,,
75708,2818,2425,232,0,,,,,
75709,2475,2305,127,0,,,,,
75750,1637,1356,110,0,,,,,
75751,6692,5369,1042,2,,,,,
75752,2859,2117,532,26,,,,,
75754,2208,1884,170,0,,,,,
75755,2346,1955,209,0,,,,,
75756,1695,1391,251,0,,,,,
75757,4708,4260,312,0,,,,,
75758,3162,2630,333,0,,,,,
75759,21,21,0,0,,,,,
75760,1026,576,394,2,,,,,
75762,5784,4825,585,0,,,,,
75763,2386,1831,443,3,,,,,
75764,85,68,10,0,,,,,
75765,2769,2146,193,0,,,,,
75766,10228,8150,1548,0,,,,,
75770,1453,1145,178,0,,,,,
75771,8165,6685,855,0,,,,,
75773,5183,3991,644,0,,,,,
75778,1098,914,134,0,,,,,
75779,58,58,0,0,,,,,
75780,195,80,115,0,,,,,
75783,2698,2278,318,12,,,,,
75784,248,210,31,2,,,,,
75785,3522,2933,449,0,,,,,
75788,126,72,54,0,,,,,
75789,3131,2681,355,3,,,,,
75790,1814,1518,223,0,,,,,
75791,6495,5318,574,30,,,,,
75792,1328,1292,31,0,,,,,
75801,7098,6023,834,34,,,,,
75803,7493,6455,685,0,,,,,
75831,2158,1853,198,6,,,,,
75832,106,0,106,0,,,,,
75833,1616,1231,223,0,,,,,
75835,4050,3227,502,0,,,,,
75838,167,145,0,0,,,,,
75839,2049,1611,221,0,,,,,
75840,3243,2823,334,17,,,,,
75844,2394,2133,203,0,,,,,
75845,1099,819,86,0,,,,,
75846,1022,798,126,0,,,,,
75847,655,471,79,3,,,,,
75848,52,37,5,0,,,,,
75849,22,18,0,0,,,,,
75850,268,206,25,3,,,,,
75851,870,716,71,0,,,,,
75852,407,338,30,0,,,,,
75853,382,360,18,0,,,,,
75855,718,574,63,5,,,,,
75856,103,67,0,0,,,,,
75858,20,0,0,0,,,,,
75859,755,578,136,0,,,,,
75860,2006,1696,304,0,,,,,
75861,663,583,13,12,,,,,
75862,2953,2320,369,27,,,,,
75901,12599,10239,1841,6,,,,,
75904,14483,12141,1594,44,,,,,
75925,1617,1363,182,0,,,,,
75926,600,492,80,0,,,,,
75928,256,202,54,0,,,,,
75929,350,303,38,0,,,,,
75930,525,356,55,6,,,,,
75931,907,763,52,0,,,,,
75932,486,451,32,0,,,,,
75933,427,333,19,0,,,,,
75934,13,13,0,0,,,,,
75935,5629,4367,877,25,,,,,
75936,417,361,26,0,,,,,
75937,296,224,65,0,,,,,
75938,818,640,82,0,,,,,
75939,1628,1346,157,18,,,,,
75941,3401,2869,347,0,,,,,
75942,121,121,0,0,,,,,
75943,670,506,98,0,,,,,
75944,531,430,58,0,,,,,
75946,1146,849,203,0,,,,,
75948,1575,1372,86,0,,,,,
75949,2642,2283,246,0,,,,,
75951,5422,4020,1013,24,,,,,
75954,1301,1103,81,0,,,,,
75956,2543,2062,388,0,,,,,
75959,184,170,14,0,,,,,
75960,320,285,13,0,,,,,
75961,6331,5162,658,14,,,,,
75962,613,311,35,0,,,,,
75964,7857,6323,872,29,,,,,
75965,8742,7168,815,0,,,,,
75966,1545,1238,155,0,,,,,
75968,456,407,20,1,,,,,
75969,1407,1083,270,0,,,,,
75972,1611,1382,202,0,,,,,
75973,898,496,279,48,,,,,
75974,1165,843,252,0,,,,,
75975,1357,1173,85,0,,,,,
75976,263,237,14,0,,,,,
75977,414,370,35,0,,,,,
75978,24,24,0,0,,,,,
75979,3316,2322,627,2,,,,,
75980,872,673,149,0,,,,,
76001,14538,12132,1293,3,,,,,
76002,17499,14859,1948,25,,,,,
76006,13531,11742,904,74,,,,,
76008,7025,5975,612,47,,,,,
76009,8970,7711,743,0,,,,,
76010,24671,17593,5022,16,,,,,
76011,11132,8654,1722,23,,,,,
76012,11971,9940,1076,98,,,,,
76013,15061,11818,1604,65,,,,,
76014,14946,12138,1742,16,,,,,
76015,8463,6905,892,1,,,,,
76016,16163,13545,1372,55,,,,,
76017,24080,20943,1781,80,,,,,
76018,14430,12313,1598,21,,,,,
76020,12311,10549,1127,0,,,,,
76021,20300,17551,1182,39,,,,,
76022,6475,5369,667,66,,,,,
76023,2343,2027,216,5,,,,,
76028,30880,26981,1987,184,,,,,
76031,6588,5365,781,0,,,,,
76033,10882,9025,1090,54,,,,,
76034,11923,10273,293,14,,,,,
76035,1017,809,52,0,,,,,
76036,11148,9245,1150,15,,,,,
76039,19087,16479,1479,94,,,,,
76040,15667,12502,2001,229,,,,,
76041,197,175,12,0,,,,,
76043,3180,2668,453,7,,,,,
76044,1444,1198,122,0,,,,,
76048,8993,7655,751,7,,,,,
76049,10700,8430,1179,22,,,,,
76050,2584,2171,160,0,,,,,
76051,28248,24036,1880,66,,,,,
76052,9032,7519,787,7,,,,,
76053,14005,11287,1484,165,,,,,
76054,5957,5049,339,43,,,,,
76055,1116,936,150,0,,,,,
76058,7303,6337,578,0,,,,,
76059,1961,1566,173,0,,,,,
76060,3632,3029,366,0,,,,,
76061,0,0,0,0,,,,,
76063,32494,27979,2412,80,,,,,
76064,717,620,75,0,,,,,
76065,15446,13165,1429,17,,,,,
76066,1632,1330,199,0,,,,,
76067,7629,6416,680,32,,,,,
76070,352,329,0,0,,,,,
76071,1640,1244,220,0,,,,,
76073,2511,2093,213,0,,,,,
76077,166,113,24,13,,,,,
76078,4481,3805,430,0,,,,,
76082,7968,6802,807,0,,,,,
76084,3191,2700,382,0,,,,,
76085,4160,3197,592,19,,,,,
76086,9600,7773,1331,8,,,,,
76087,12355,10562,929,0,,,,,
76088,5406,4534,410,0,,,,,
76092,12171,10076,423,10,,,,,
76093,819,690,107,0,,,,,
76102,3697,2696,255,147,,,,,
76103,6053,4778,698,136,,,,,
76104,5277,3828,718,146,,,,,
76105,6927,5084,1213,126,,,,,
76106,14173,10821,2797,52,,,,,
76107,14264,11675,864,165,,,,,
76108,20166,17595,1757,19,,,,,
76109,10584,9061,427,90,,,,,
76110,12714,9744,1965,145,,,,,
76111,9991,7947,1300,75,,,,,
76112,17826,13818,2082,450,,,,,
76114,10772,8820,1349,50,,,,,
76115,8263,6078,1695,97,,,,,
76116,21980,18883,1601,232,,,,,
76117,14111,11539,1928,38,,,,,
76118,7671,6503,673,90,,,,,
76119,15636,11398,3330,288,,,,,
76120,8384,6823,859,137,,,,,
76123,14928,13172,1128,54,,,,,
76126,9977,8628,749,27,,,,,
76127,324,241,3,0,,,,,
76129,721,287,17,0,,,,,
76131,16076,13478,1789,60,,,,,
76132,13431,11408,1101,142,,,,,
76133,22558,19296,2125,167,,,,,
76134,10386,8468,1185,131,,,,,
76135,10542,9289,923,34,,,,,
76137,30346,25895,2695,39,,,,,
76140,13073,11047,1477,49,,,,,
76148,12021,10061,1254,99,,,,,
76155,2871,2234,272,179,,,,,
76164,6795,4805,1630,50,,,,,
76177,3763,3182,402,0,,,,,
76179,26066,21672,2638,33,,,,,
76180,17480,14528,1695,198,,,,,
76182,16064,13817,1208,51,,,,,
76201,13538,9170,1123,442,,,,,
76205,10295,7702,1670,122,,,,,
76207,6435,5317,636,7,,,,,
76208,10085,8148,1146,68,,,,,
76209,12638,9170,2399,263,,,,,
76210,20339,16463,2113,282,,,,,
76225,1438,1147,179,0,,,,,
76226,10342,8293,579,63,,,,,
76227,12671,10292,1091,41,,,,,
76228,419,323,56,0,,,,,
76230,4064,3271,498,0,,,,,
76233,1690,1288,185,0,,,,,
76234,7186,5622,1028,0,,,,,
76238,184,181,0,0,,,,,
76239,428,347,31,0,,,,,
76240,11824,8580,2626,19,,,,,
76244,34756,29117,3551,91,,,,,
76245,646,442,51,0,,,,,
76247,6437,4977,933,0,,,,,
76248,17712,15101,857,14,,,,,
76249,4100,3629,334,19,,,,,
76250,454,370,73,2,,,,,
76251,225,193,14,0,,,,,
76252,1428,1147,177,11,,,,,
76253,125,104,21,0,,,,,
76255,2168,1589,321,0,,,,,
76258,3390,2493,663,2,,,,,
76259,2491,2140,212,0,,,,,
76261,130,109,9,0,,,,,
76262,17635,14444,1204,43,,,,,
76263,17,17,0,0,,,,,
76264,707,620,60,0,,,,,
76265,899,754,88,0,,,,,
76266,7553,6379,759,29,,,,,
76268,96,89,7,0,,,,,
76270,606,573,0,0,,,,,
76271,775,655,54,0,,,,,
76272,1920,1652,138,2,,,,,
76273,4030,3133,348,43,,,,,
76301,7022,5478,870,80,,,,,
76302,5907,5209,436,39,,,,,
76305,1901,1634,153,0,,,,,
76306,6454,5413,669,40,,,,,
76308,9318,7945,660,66,,,,,
76309,6014,5069,698,27,,,,,
76310,9355,8466,526,1,,,,,
76311,5545,1070,206,72,,,,,
76351,747,685,32,0,,,,,
76354,5260,4334,488,0,,,,,
76357,241,177,9,0,,,,,
76360,1530,1235,141,3,,,,,
76363,108,74,15,0,,,,,
76364,78,71,3,0,,,,,
76365,2005,1755,128,0,,,,,
76366,1134,975,127,0,,,,,
76367,4395,3788,311,22,,,,,
76370,117,104,5,0,,,,,
76371,726,571,107,0,,,,,
76372,406,339,26,0,,,,,
76373,101,85,14,0,,,,,
76374,1796,1557,112,0,,,,,
76377,386,304,55,0,,,,,
76379,368,321,31,0,,,,,
76380,1489,1361,82,0,,,,,
76384,5639,4492,837,0,,,,,
76388,137,106,27,0,,,,,
76389,626,488,60,0,,,,,
76401,13744,11342,1357,71,,,,,
76402,169,76,26,0,,,,,
76424,3403,2735,451,22,,,,,
76426,4701,3757,615,7,,,,,
76427,269,217,25,0,,,,,
76429,98,98,0,0,,,,,
76430,1184,950,139,0,,,,,
76431,1428,1194,132,0,,,,,
76432,501,443,53,0,,,,,
76433,596,483,57,0,,,,,
76435,187,147,17,0,,,,,
76436,48,48,0,0,,,,,
76437,2227,1777,238,7,,,,,
76442,2885,2466,253,0,,,,,
76443,551,491,16,0,,,,,
76444,1346,1055,214,0,,,,,
76445,72,48,16,0,,,,,
76446,3777,2809,651,0,,,,,
76448,2211,1993,137,0,,,,,
76449,1070,931,48,0,,,,,
76450,5917,4776,704,0,,,,,
76452,45,19,0,0,,,,,
76453,485,406,35,0,,,,,
76454,479,394,50,0,,,,,
76455,537,372,123,0,,,,,
76457,1713,1282,198,0,,,,,
76458,2194,1824,234,0,,,,,
76459,89,81,0,0,,,,,
76460,236,208,8,0,,,,,
76462,1345,1128,129,0,,,,,
76463,230,178,21,0,,,,,
76464,237,163,58,0,,,,,
76466,113,113,0,0,,,,,
76469,4,4,0,0,,,,,
76470,1118,856,212,0,,,,,
76471,646,532,93,0,,,,,
76472,704,581,30,0,,,,,
76474,112,99,2,0,,,,,
76475,292,266,15,0,,,,,
76476,1285,1101,129,0,,,,,
76481,82,82,0,0,,,,,
76483,436,350,30,1,,,,,
76484,253,175,18,3,,,,,
76486,503,389,75,0,,,,,
76487,1023,823,155,0,,,,,
76490,29,23,6,0,,,,,
76491,172,146,11,0,,,,,
76501,6965,5586,737,74,,,,,
76502,16244,14287,1111,41,,,,,
76504,10591,8580,1336,32,,,,,
76508,0,0,0,0,,,,,
76511,756,608,61,0,,,,,
76513,15605,12514,1912,6,,,,,
76518,384,320,49,0,,,,,
76519,284,169,61,0,,,,,
76520,2518,2050,332,14,,,,,
76522,15327,12615,1791,66,,,,,
76523,0,0,0,0,,,,,
76524,1470,1230,126,29,,,,,
76525,433,365,46,0,,,,,
76527,1962,1284,360,0,,,,,
76528,6876,5349,1127,14,,,,,
76530,983,815,59,0,,,,,
76531,1820,1414,278,0,,,,,
76534,915,695,80,0,,,,,
76537,2400,1932,281,32,,,,,
76538,346,269,48,0,,,,,
76539,3355,2663,477,12,,,,,
76541,7754,5658,1476,23,,,,,
76542,21292,17979,1905,50,,,,,
76543,12383,10178,1637,10,,,,,
76544,16056,9062,3041,21,,,,,
76548,11537,9552,1103,50,,,,,
76549,22266,18733,2360,159,,,,,
76550,5042,3713,782,11,,,,,
76554,947,829,67,0,,,,,
76556,479,341,80,0,,,,,
76557,2042,1776,175,0,,,,,
76559,2109,1656,199,0,,,,,
76561,521,433,49,0,,,,,
76565,0,0,0,0,,,,,
76566,87,67,20,0,,,,,
76567,3588,2636,666,0,,,,,
76569,1091,821,195,0,,,,,
76570,1123,949,62,0,,,,,
76571,2957,2470,240,0,,,,,
76573,5,5,0,0,,,,,
76574,8010,6302,1129,19,,,,,
76577,1520,1169,247,0,,,,,
76578,615,505,73,0,,,,,
76579,2049,1835,142,0,,,,,
76596,0,0,0,0,,,,,
76597,0,0,0,0,,,,,
